name,brand,gender,category,size,price,url,img_url,article_no
Sigge Sneakers Svart/rosa,Linear,girl,skor,EU 29,399 SEK,https://www.afound.com/sv-se/produkter/sigge-sneakers-svartrosa_8qiju36s,https://www.afound.com/globalassets/1/kids/shoes/463943_c2416677e97357d2d421355d8f306e75.jpg?preset=w100h100,1836038
Sigge Sneakers Svart/rosa,Linear,girl,skor,EU 30,399 SEK,https://www.afound.com/sv-se/produkter/sigge-sneakers-svartrosa_8qiju36s,https://www.afound.com/globalassets/1/kids/shoes/463943_c2416677e97357d2d421355d8f306e75.jpg?preset=w100h100,1836038
Linn Sneakers Rosa,Linear,girl,skor,EU 25,249 SEK,https://www.afound.com/sv-se/produkter/linn-sneakers-rosa_9np5m8ze,https://www.afound.com/globalassets/1/kids/shoes/463958_e434b4f8a362b497ebaf6d25cf97dbc3.jpg?preset=w100h100,1836055
Linn Sneakers Rosa,Linear,girl,skor,EU 26,249 SEK,https://www.afound.com/sv-se/produkter/linn-sneakers-rosa_9np5m8ze,https://www.afound.com/globalassets/1/kids/shoes/463958_e434b4f8a362b497ebaf6d25cf97dbc3.jpg?preset=w100h100,1836055
Linn Sneakers Rosa,Linear,girl,skor,EU 27,249 SEK,https://www.afound.com/sv-se/produkter/linn-sneakers-rosa_9np5m8ze,https://www.afound.com/globalassets/1/kids/shoes/463958_e434b4f8a362b497ebaf6d25cf97dbc3.jpg?preset=w100h100,1836055
Linn Sneakers Rosa,Linear,girl,skor,EU 28,249 SEK,https://www.afound.com/sv-se/produkter/linn-sneakers-rosa_9np5m8ze,https://www.afound.com/globalassets/1/kids/shoes/463958_e434b4f8a362b497ebaf6d25cf97dbc3.jpg?preset=w100h100,1836055
Linn Sneakers Rosa,Linear,girl,skor,EU 29,249 SEK,https://www.afound.com/sv-se/produkter/linn-sneakers-rosa_9np5m8ze,https://www.afound.com/globalassets/1/kids/shoes/463958_e434b4f8a362b497ebaf6d25cf97dbc3.jpg?preset=w100h100,1836055
Linn Sneakers Rosa,Linear,girl,skor,EU 30,249 SEK,https://www.afound.com/sv-se/produkter/linn-sneakers-rosa_9np5m8ze,https://www.afound.com/globalassets/1/kids/shoes/463958_e434b4f8a362b497ebaf6d25cf97dbc3.jpg?preset=w100h100,1836055
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 24,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 26 FÅ KVAR!,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 31,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 32,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 33,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 34,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Aktiv Dot Navy/neon Orang,Tretorn,girl,skor,EU 36,400 SEK,https://www.afound.com/sv-se/produkter/aktiv-dot-navyneon-orang_6rg708wk,https://www.afound.com/globalassets/1/kids/shoes/448407_803540473db18db3e7a65a4d6c8dd5c9.jpg?preset=w100h100,1802677
Runfalcon Shoes,ADIDAS,girl,skor,EU 30,399 SEK,https://www.afound.com/sv-se/produkter/runfalcon-shoes_he8n3thz,https://www.afound.com/globalassets/1/kids/shoes/474390_8fa78598f87dea7f54a977fc3868d57e.jpg?preset=w100h100,1862820
