name,brand,gender,category,size,price,composition,color,url,img_url,article_no
Stickad mössa svart,polarnopyret,unisex,"Nyheter
(418)",56 58,179 kr,100% Bomull,Svart,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/stickad-mossa-svart-60417000-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021135.jpg?ref=9970CF1394&w=960&h=960&mode=max,60417000
Ullbyxor baby lila,polarnopyret,unisex,"Nyheter
(418)",74 80,299 kr,100% Ull,Lila,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-baby-lila-60416753-864,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854016810.jpg?ref=2BE7B8F259&w=960&h=960&mode=max,60416753
Topp med kort ärm lila,polarnopyret,unisex,"Nyheter
(418)",146 152,199 kr,"95% Bomull, 5% Elastan",Lila,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/topp-med-kort-arm-lila-60420358-863,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854122405.jpg?ref=339FB0E393&w=960&h=960&mode=max,60420358
Tröja med busstryck baby vit,polarnopyret,unisex,"Nyheter
(418)",80,229 kr,"95% Bomull, 5% Elastan",Vit,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/troja-med-busstryck-baby-vit-60419921-545,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854108737.jpg?ref=5DFF5D3FDD&w=960&h=960&mode=max,60419921
Randiga fingervantar ull töjbara rosa,polarnopyret,unisex,"Nyheter
(418)",1 3,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-fingervantar-ull-tojbara-rosa-60417058-871,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022620.jpg?ref=ABD2389AB1&w=960&h=960&mode=max,60417058
Randig topp röd,polarnopyret,unisex,"Nyheter
(418)",116,249 kr,"95% Bomull, 5% Elastan",Röd,https://www.polarnopyret.se/barnklader/kollektioner/syskonmatchning/randig-topp-rod-60420124-867,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114813.jpg?ref=7DFDC6311D&w=960&h=960&mode=max,60420124
Ullbyxor baby rosa,polarnopyret,unisex,"Nyheter
(418)",74 80,299 kr,100% Ull,Rosa,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-baby-rosa-60416753-887,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854016827.jpg?ref=85B0C1B914&w=960&h=960&mode=max,60416753
Ullbody baby rosa,polarnopyret,unisex,"Nyheter
(418)",86 92,299 kr,100% Ull,Rosa,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbody-baby-rosa-60416697-887,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854014311.jpg?ref=815586FA4F&w=960&h=960&mode=max,60416697
Manchesterskjorta mörkblå,polarnopyret,unisex,"Nyheter
(418)",152,349 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/kollektioner/syskonmatchning/manchesterskjorta-morkbla-60419842-290,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854106382.jpg?ref=5F161E0699&w=960&h=960&mode=max,60419842
Sweatshirt med hundapplikation mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",116,399 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/overdelar/koftor-stickat/sweatshirt-med-hundapplikation-mork-marinbla-60420146-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854115278.jpg?ref=BF3EEB13C6&w=960&h=960&mode=max,60420146
Klänning med busstryck baby vit,polarnopyret,unisex,"Nyheter
(418)",80,279 kr,"95% Bomull, 5% Elastan",Vit,https://www.polarnopyret.se/barnklader/nyheter/sommar-shop/klanning-med-busstryck-baby-vit-60419824-545,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854105859.jpg?ref=3FC6F6B5EE&w=960&h=960&mode=max,60419824
Randiga fingervantar ull töjbara mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",4 6,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-fingervantar-ull-tojbara-mork-marinbla-60417060-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022798.jpg?ref=43C5C1B370&w=960&h=960&mode=max,60417060
Jumpsuit beige,polarnopyret,unisex,"Nyheter
(418)",146 152,449 kr,100% Bomull,Beige,https://www.polarnopyret.se/barnklader/underdelar/byxor-jumpsuits/jumpsuit-beige-60419959-525,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854110273.jpg?ref=6D728A078C&w=960&h=960&mode=max,60419959
Randiga tumvantar ull töjbara rosa,polarnopyret,unisex,"Nyheter
(418)",1 3,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-tumvantar-ull-tojbara-rosa-60417053-871,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022569.jpg?ref=8DC3E6B882&w=960&h=960&mode=max,60417053
Ullbyxor baby mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",74 80,299 kr,100% Ull,Mörk marinblå,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-baby-mork-marinbla-60416753-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854016803.jpg?ref=36690F7AFE&w=960&h=960&mode=max,60416753
Randig tröja mörkröd,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,"95% Bomull, 5% Elastan",Mörkröd,https://www.polarnopyret.se/barnklader/kollektioner/syskonmatchning/randig-troja-morkrod-60420134-867,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854114981.jpg?ref=40FEFF4793&w=960&h=960&mode=max,60420134
Treggings laxrosa,polarnopyret,unisex,"Nyheter
(418)",146 152,349 kr,"Yttertyg 1: 95% Bomull, 5% Elastan Yttertyg 2: 64% Bomull, 33% Poyester, 3% Metall",Laxrosa,https://www.polarnopyret.se/barnklader/underdelar/byxor-jumpsuits/treggings-laxrosa-60419962-868,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854110334.jpg?ref=29B42940E7&w=960&h=960&mode=max,60419962
Treggings mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",116,299 kr,"95% Bomull, 5% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/kollektioner/syskonmatchning/treggings-mork-marinbla-60419939-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854109475.jpg?ref=8CFE5E4E44&w=960&h=960&mode=max,60419939
Stickad mössa röd,polarnopyret,unisex,"Nyheter
(418)",56 58,179 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/stickad-mossa-rod-60417000-961,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021142.jpg?ref=B2938F4E7F&w=960&h=960&mode=max,60417000
Vindfleecejacka baby mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",80,599 kr,100% Polyester,Mörk marinblå,https://www.polarnopyret.se/barnklader/ytterklader/fleece-vindfleece/vindfleecejacka-baby-mork-marinbla-60416663-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854012027.jpg?ref=C608DA5B1F&w=960&h=960&mode=max,60416663
Ullbody baby mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",86 92,299 kr,100% Ull,Mörk marinblå,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbody-baby-mork-marinbla-60416697-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854014298.jpg?ref=3D0CCB216D&w=960&h=960&mode=max,60416697
Ullbyxor lila,polarnopyret,unisex,"Nyheter
(418)",146 152,499 kr,100% Ull,Lila,https://www.polarnopyret.se/barnklader/ull-understall/ullklader/ullbyxor-lila-60416829-863,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854018272.jpg?ref=4433391C0B&w=960&h=960&mode=max,60416829
Keps med rosett lila,polarnopyret,unisex,"Nyheter
(418)",52 54,179 kr,100% Polyester,Lila,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-rosett-lila-60417007-863,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021425.jpg?ref=3BDFB758C3&w=960&h=960&mode=max,60417007
Piletröja vit,polarnopyret,unisex,"Nyheter
(418)",146 152,399 kr,100% Polyester,Vit,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/piletroja-vit-60420059-867,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854113779.jpg?ref=E460459199&w=960&h=960&mode=max,60420059
Stickad mössa svart,polarnopyret,unisex,"Nyheter
(418)",52 54,179 kr,100% Bomull,Svart,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/stickad-mossa-svart-60416999-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021111.jpg?ref=3BE2FA0DE4&w=960&h=960&mode=max,60416999
Tröja med halvpolo svart,polarnopyret,unisex,"Nyheter
(418)",146 152,399 kr,"93% Bomull, 7% Polyester",Svart,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/troja-med-halvpolo-svart-60420213-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854118262.jpg?ref=C46B5DB5D4&w=960&h=960&mode=max,60420213
Stickad mössa med mönster röd,polarnopyret,unisex,"Nyheter
(418)",44 46,149 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/stickad-mossa-med-monster-rod-60416993-961,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854020923.jpg?ref=B7F7BE3A7F&w=960&h=960&mode=max,60416993
Ullbody baby blå,polarnopyret,unisex,"Nyheter
(418)",86 92,299 kr,100% Ull,Blå,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbody-baby-bla-60416697-891,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854014328.jpg?ref=8ACEC187AA&w=960&h=960&mode=max,60416697
Joggers med quiltade knälappar svart,polarnopyret,unisex,"Nyheter
(418)",146 152,349 kr,100% Bomull,Svart,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/joggers-med-quiltade-knalappar-svart-60419932-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854108966.jpg?ref=34C8AB032E&w=960&h=960&mode=max,60419932
2-pack strumpor mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",28 30,99 kr,"75% Bomull, 23% Polyamid, 2% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/underklader-nattplagg/strumpor/2-pack-strumpor-mork-marinbla-60420161-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854116176.jpg?ref=89672707A7&w=960&h=960&mode=max,60420161
Sweatshirt mörkblå,polarnopyret,unisex,"Nyheter
(418)",146 152,399 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/sweatshirt-morkbla-60420260-290,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854119924.jpg?ref=0AAAE10F94&w=960&h=960&mode=max,60420260
Ullbody baby lila,polarnopyret,unisex,"Nyheter
(418)",86 92,299 kr,100% Ull,Lila,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbody-baby-lila-60416697-864,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854014304.jpg?ref=43BCA0FFD7&w=960&h=960&mode=max,60416697
Keps med rosett lila,polarnopyret,unisex,"Nyheter
(418)",56 58,179 kr,100% Polyester,Lila,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-rosett-lila-60417009-863,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021432.jpg?ref=C8B9F39EA3&w=960&h=960&mode=max,60417009
Strukturstickad tröja mörkröd,polarnopyret,unisex,"Nyheter
(418)",146 152,399 kr,100% Bomull,Mörkröd,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/strukturstickad-troja-morkrod-60419805-867,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854105606.jpg?ref=5F80122E21&w=960&h=960&mode=max,60419805
Ullbyxor lila,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,100% Ull,Lila,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-lila-60416892-864,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854018869.jpg?ref=1DC2D8EF8C&w=960&h=960&mode=max,60416892
Sweatshirt mörkblå,polarnopyret,unisex,"Nyheter
(418)",146 152,349 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/sweatshirt-morkbla-60420026-290,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854111850.jpg?ref=C6078A4366&w=960&h=960&mode=max,60420026
Ullbyxor mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,100% Ull,Mörk marinblå,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-mork-marinbla-60416892-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854018852.jpg?ref=06BE642CEA&w=960&h=960&mode=max,60416892
Ullbyxor baby blå,polarnopyret,unisex,"Nyheter
(418)",74 80,299 kr,100% Ull,Blå,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-baby-bla-60416753-891,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854016834.jpg?ref=1B0A757FB5&w=960&h=960&mode=max,60416753
Stickade tumvantar 2-pack baby mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",1 3,99 kr,"95% Acryl, 5% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/stickade-tumvantar-2-pack-baby-mork-marinbla-60417050-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022101.jpg?ref=1C7E88239D&w=960&h=960&mode=max,60417050
Ulltröja lila,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,100% Ull,Lila,https://www.polarnopyret.se/barnklader/ull-understall/understall/ulltroja-lila-60416739-864,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854016353.jpg?ref=4A70185B69&w=960&h=960&mode=max,60416739
Randiga tumvantar ull töjbara mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",1 3,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-tumvantar-ull-tojbara-mork-marinbla-60417053-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022552.jpg?ref=D511FBFFA5&w=960&h=960&mode=max,60417053
Polotröja med ränder svart,polarnopyret,unisex,"Nyheter
(418)",116,249 kr,"95% Bomull, 5% Elastan",Svart,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/polotroja-med-rander-svart-60420321-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854121590.jpg?ref=46E677E751&w=960&h=960&mode=max,60420321
Stickade tumvantar 2-pack baby mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",1 3,99 kr,"95% Akryl, 5% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/stickade-tumvantar-2-pack-baby-mork-marinbla-60417048-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022033.jpg?ref=FDE22E108B&w=960&h=960&mode=max,60417048
Randiga tumvantar ull töjbara rosa,polarnopyret,unisex,"Nyheter
(418)",4 6,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-tumvantar-ull-tojbara-rosa-60417057-871,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022590.jpg?ref=5E4AFFD8F6&w=960&h=960&mode=max,60417057
Ribbad volangtopp rosa,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/ribbad-volangtopp-rosa-60420147-868,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854115322.jpg?ref=F098654E1A&w=960&h=960&mode=max,60420147
Sweatshirt beige,polarnopyret,unisex,"Nyheter
(418)",146 152,349 kr,100% Bomull,Beige,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/sweatshirt-beige-60419953-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854109949.jpg?ref=A43EC874F6&w=960&h=960&mode=max,60419953
Randiga tumvantar ull töjbara mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",4 6,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-tumvantar-ull-tojbara-mork-marinbla-60417057-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022583.jpg?ref=AAEC24D8E8&w=960&h=960&mode=max,60417057
Sweatshirt med hundapplikation mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",146 152,399 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/sweatshirt-med-hundapplikation-mork-marinbla-60420029-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854111928.jpg?ref=8321D59254&w=960&h=960&mode=max,60420029
Hoodie med dragkedja lila,polarnopyret,unisex,"Nyheter
(418)",146 152,449 kr,"95% Bomull, 5% Elastan",Lila,https://www.polarnopyret.se/barnklader/kollektioner/soft-wear/hoodie-med-dragkedja-lila-60420024-863,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854136853.jpg?ref=39B9883D35&w=960&h=960&mode=max,60420024
Ulltröja rosa,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,100% Ull,Rosa,https://www.polarnopyret.se/barnklader/ull-understall/understall/ulltroja-rosa-60416739-887,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854016360.jpg?ref=FCDCDBE890&w=960&h=960&mode=max,60416739
Randiga fingervantar ull töjbara svart,polarnopyret,unisex,"Nyheter
(418)",4 6,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Svart,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-fingervantar-ull-tojbara-svart-60417060-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022781.jpg?ref=85F5052DED&w=960&h=960&mode=max,60417060
Stickad mössa röd,polarnopyret,unisex,"Nyheter
(418)",52 54,179 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/stickad-mossa-rod-60416999-961,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021128.jpg?ref=D7C2EF56E3&w=960&h=960&mode=max,60416999
Stickad mössa baby svart,polarnopyret,unisex,"Nyheter
(418)",44 46,179 kr,100% Bomull,Svart,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/stickad-mossa-baby-svart-60416998-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021074.jpg?ref=DEFE4479DE&w=960&h=960&mode=max,60416998
Randiga fingervantar ull töjbara mörk marinblå,polarnopyret,unisex,"Nyheter
(418)",1 3,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-fingervantar-ull-tojbara-mork-marinbla-60417058-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022613.jpg?ref=DEDD4F9493&w=960&h=960&mode=max,60417058
Stickad mössa baby röd,polarnopyret,unisex,"Nyheter
(418)",44 46,179 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/stickad-mossa-baby-rod-60416998-961,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021081.jpg?ref=CFD544F5EB&w=960&h=960&mode=max,60416998
Ullbyxor rosa,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,100% Ull,Rosa,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-rosa-60416892-887,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854018876.jpg?ref=0231B184B9&w=960&h=960&mode=max,60416892
Ullbyxor gråmelange,polarnopyret,unisex,"Nyheter
(418)",146 152,299 kr,100% Ull,Gråmelange,https://www.polarnopyret.se/barnklader/ull-understall/understall/ullbyxor-gramelange-60416904-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854018944.jpg?ref=2C417188F3&w=960&h=960&mode=max,60416904
T-shirt med tryck baby turkos,polarnopyret,unisex,"Badkläder
(90)",80,50 kr 99 kr,"95% Bomull, 5% Elastan",Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-baby-turkos-60408639-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830547.jpg?ref=E23BD844B6&w=960&h=960&mode=max,60408639
2-pack strumpor med halkskydd blå,polarnopyret,unisex,"Badkläder
(90)",28 30,50 kr 99 kr,"82% Bomull, 16% Polyamid, 2% Elastan",Blå,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/2-pack-strumpor-med-halkskydd-bla-60400294-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853552463.jpg?ref=19035E6AF2&w=960&h=960&mode=max,60400294
Randig pikétröja baby ljusblå,polarnopyret,unisex,"Badkläder
(90)",80,100 kr 199 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/kollektioner/festklader/randig-piketroja-baby-ljusbla-60408646-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853838819.jpg?ref=5DB2FD7763&w=960&h=960&mode=max,60408646
Enfärgade leggings rosa,polarnopyret,unisex,"Badkläder
(90)",116,90 kr 179 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underdelar/leggings/enfargade-leggings-rosa-60403995-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853668157.jpg?ref=37CAD4411F&w=960&h=960&mode=max,60403995
Keps med p- applikation rosa,polarnopyret,unisex,"Badkläder
(90)",52 54,74 kr 149 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-rosa-60403449-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853750494.jpg?ref=4E4EEF21B8&w=960&h=960&mode=max,60403449
Badblöja med undervattenstryck baby rosa,polarnopyret,unisex,"Badkläder
(90)",74 80,100 kr 199 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/badklader/badbyxor/badbloja-med-undervattenstryck-baby-rosa-60403330-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641259.jpg?ref=0BD391E0B8&w=960&h=960&mode=max,60403330
T-shirt med avtagbara masker blå,polarnopyret,unisex,"Badkläder
(90)",116,150 kr 299 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-avtagbara-masker-bla-60408654-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831179_2.jpg?ref=3643C64171&w=960&h=960&mode=max,60408654
Enfärgade shorts mörkblå,polarnopyret,unisex,"Badkläder
(90)",116,100 kr 199 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/underdelar/shorts/enfargade-shorts-morkbla-60408361-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853819023.jpg?ref=0B7E8C7461&w=960&h=960&mode=max,60408361
Randig tröja med applikation rosa,polarnopyret,unisex,"Badkläder
(90)",80,100 kr 199 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/randig-troja-med-applikation-rosa-60400546-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853566415.jpg?ref=B9049B6E04&w=960&h=960&mode=max,60400546
Sweatshirt med slangbellor orange,polarnopyret,unisex,"Badkläder
(90)",146 152,200 kr 399 kr,100% Bomull,Orange,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/sweatshirt-med-slangbellor-orange-60400497-574,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853563773.jpg?ref=EDD08178B2&w=960&h=960&mode=max,60400497
T-shirt med textbrodyr och applikation beige,polarnopyret,unisex,"Badkläder
(90)",122 128,124 kr 249 kr,100% Bomull,Beige,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-textbrodyr-och-applikation-beige-60404002-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853668713.jpg?ref=3E04BB1112&w=960&h=960&mode=max,60404002
Keps med p- applikation mörk marinblå,polarnopyret,unisex,"Badkläder
(90)",52 54,74 kr 149 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-mork-marinbla-60403449-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646841.jpg?ref=0F2AD6433F&w=960&h=960&mode=max,60403449
Uv-tröja med volang rosa,polarnopyret,unisex,"Badkläder
(90)",122 128,150 kr 299 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/badklader/uv-klader/uv-troja-med-volang-rosa-60403277-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853640009.jpg?ref=4BF60C26A7&w=960&h=960&mode=max,60403277
Badbyxor mörk marinblå,polarnopyret,unisex,"Badkläder
(90)",110 116,90 kr 179 kr,"80% Polyamid, 20% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/badklader/badbyxor/badbyxor-mork-marinbla-60403332-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641297.jpg?ref=073444C629&w=960&h=960&mode=max,60403332
Sweatshirtshorts med tryck beige,polarnopyret,unisex,"Badkläder
(90)",146 152,150 kr 299 kr,100% Bomull,Beige,https://www.polarnopyret.se/barnklader/underdelar/shorts/sweatshirtshorts-med-tryck-beige-60408459-317,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853939691.jpg?ref=9CCE1B7C26&w=960&h=960&mode=max,60408459
Sweatshirtshorts med banantryck turkos,polarnopyret,unisex,"Badkläder
(90)",146 152,150 kr 299 kr,100% Bomull,Turkos,https://www.polarnopyret.se/barnklader/underdelar/shorts/sweatshirtshorts-med-banantryck-turkos-60408460-833,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853823136.jpg?ref=6D1700B3F2&w=960&h=960&mode=max,60408460
Frottétröja med tryck gul,polarnopyret,unisex,"Badkläder
(90)",146 152,174 kr 349 kr,"80% Bomull,20% Polyester",Gul,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/frottetroja-med-tryck-gul-60408647-613,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830790.jpg?ref=6C1FFD7E83&w=960&h=960&mode=max,60408647
