name,brand,gender,category,size,price,composition,color,url,img_url,article_no
Stickad mössa röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,179 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/stickad-mossa-rod-60416999-961,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021128.jpg?ref=D7C2EF56E3&w=960&h=960&mode=max,60416999
Stickad mössa baby svart,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",44 46,179 kr,100% Bomull,Svart,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/stickad-mossa-baby-svart-60416998-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021074.jpg?ref=DEFE4479DE&w=960&h=960&mode=max,60416998
Randiga fingervantar ull töjbara mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",1 3,99 kr,"45% Ull, 45% Akryl, Polyamid, 7%, Elastodien, 2%, Elastan 1%",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-fingervantar-ull-tojbara-mork-marinbla-60417058-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854022613.jpg?ref=DEDD4F9493&w=960&h=960&mode=max,60417058
Stickad mössa baby röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",44 46,179 kr,100% Bomull,Röd,https://www.polarnopyret.se/barnklader/kollektioner/skolstart/stickad-mossa-baby-rod-60416998-961,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325854021081.jpg?ref=CFD544F5EB&w=960&h=960&mode=max,60416998
Tubhalsduk blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,74 kr 149 kr,"95%Bomull, 5% Elastan",Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/scarfs/tubhalsduk-bla-60399947-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535381.jpg?ref=0D7F02BC09&w=960&h=960&mode=max,60399947
Keps med p- applikation grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,74 kr 149 kr,100% Bomull,Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-gron-60403449-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646858.jpg?ref=84CD04AC8E&w=960&h=960&mode=max,60403449
Solhatt med prickar mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",54,100 kr 199 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/badklader/solhattar/solhatt-med-prickar-mork-marinbla-60403493-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648500.jpg?ref=5B4998F77F&w=960&h=960&mode=max,60403493
Keps med rosett mörkblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,90 kr 179 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-rosett-morkbla-60403456-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853647015.jpg?ref=A7F61E1A65&w=960&h=960&mode=max,60403456
Keps med broderi baby gul,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",44 46,74 kr 149 kr,100% Bomull,Gul,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-broderi-baby-gul-60403472-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853647640.jpg?ref=E7E6EB5D87&w=960&h=960&mode=max,60403472
Regnvantar galon baby röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",2,74 kr 149 kr,100% Polyester,Röd,https://www.polarnopyret.se/barnklader/ytterklader/regnklader/regnvantar-galon-baby-rod-60400062-855,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853540989.jpg?ref=BB9F4EB800&w=960&h=960&mode=max,60400062
Randig mössa blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,74 kr 149 kr,"95% Bomull, 5% Elastan",Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-mossa-bla-60399942-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535251.jpg?ref=15468BBEBA&w=960&h=960&mode=max,60399942
Babyfilt med tryck vit,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,150 kr 299 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/kampanjer/selected-by-mama/babyfilt-med-tryck-vit-60408488-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853825116.jpg?ref=4D84ED3C45&w=960&h=960&mode=max,60408488
Tubhalsduk rosa,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,74 kr 149 kr,"95%Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/scarfs/tubhalsduk-rosa-60399947-508,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535367.jpg?ref=2D243F7ECB&w=960&h=960&mode=max,60399947
Tubhalsduk grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,74 kr 149 kr,"95%Bomull, 5% Elastan",Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/scarfs/tubhalsduk-gron-60399947-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535374.jpg?ref=2FA0BF5814&w=960&h=960&mode=max,60399947
Vändbar dregellapp baby grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,50 kr 99 kr,100% Bomull,Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/vandbar-dregellapp-baby-gron-60403979-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853667396.jpg?ref=449DCE5B7C&w=960&h=960&mode=max,60403979
Dreggellapp med tryck vit,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,50 kr 99 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/kampanjer/selected-by-mama/dreggellapp-med-tryck-vit-60408491-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853825482.jpg?ref=6B00FCB25B&w=960&h=960&mode=max,60408491
Solhatt med prickar mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",58,100 kr 199 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/badklader/solhattar/solhatt-med-prickar-mork-marinbla-60403495-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853648531.jpg?ref=3D0FCCB4B6&w=960&h=960&mode=max,60403495
Reflexmössa med uppvik svart,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,124 kr 249 kr,100% Bomull,Svart,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/reflexmossa-med-uppvik-svart-60399905-198,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853533509.jpg?ref=510CE75C89&w=960&h=960&mode=max,60399905
Keps med p- applikation rosa,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,74 kr 149 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-rosa-60403452-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853750500.jpg?ref=57AE403435&w=960&h=960&mode=max,60403452
Filt med småstadstryck grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,150 kr 299 kr,100% Bomull,Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/filt-med-smastadstryck-gron-60403985-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853667648.jpg?ref=A76CA0EDB9&w=960&h=960&mode=max,60403985
Keps med rosett mörkblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,90 kr 179 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-rosett-morkbla-60403455-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853647008.jpg?ref=D89487CC66&w=960&h=960&mode=max,60403455
Regnvantar galon röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",4,74 kr 149 kr,100% Polyester,Röd,https://www.polarnopyret.se/barnklader/ytterklader/regnklader/regnvantar-galon-rod-60400063-855,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853541009.jpg?ref=824E1B5CF2&w=960&h=960&mode=max,60400063
Randiga dubbelstickade vantar utan tumme baby blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",0,50 kr 99 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-dubbelstickade-vantar-utan-tumme-baby-bla-60400007-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853538559.jpg?ref=75EFFEA151&w=960&h=960&mode=max,60400007
Randig hjälmmössa baby blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",44 46,100 kr 199 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-hjalmmossa-baby-bla-60399941-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535190.jpg?ref=5E2A74D044&w=960&h=960&mode=max,60399941
Regnmössa/ sydväst galon röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",54,74 kr 149 kr,100% Polyester,Röd,https://www.polarnopyret.se/barnklader/ytterklader/regnklader/regnmossa-sydvast-galon-rod-60400069-855,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853541108.jpg?ref=929C889966&w=960&h=960&mode=max,60400069
Randig mössa gråmelange,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,74 kr 149 kr,100% Bomull,Gråmelange,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-mossa-gramelange-60399924-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535022.jpg?ref=98C1B2AE99&w=960&h=960&mode=max,60399924
Randig mössa baby blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",44 46,74 kr 149 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-mossa-baby-bla-60399915-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853534124.jpg?ref=CEE02F2F95&w=960&h=960&mode=max,60399915
Regnmössa/ sydväst galon baby röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",50,74 kr 149 kr,100% Polyester,Röd,https://www.polarnopyret.se/barnklader/ytterklader/regnklader/regnmossa-sydvast-galon-baby-rod-60400068-855,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853541078.jpg?ref=0970D6495C&w=960&h=960&mode=max,60400068
Stickade tumvantar 2-pack blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",1 3,50 kr 99 kr,"95% Akryl, 5% Elastan",Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/stickade-tumvantar-2-pack-bla-60400010-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853538672.jpg?ref=38E0221965&w=960&h=960&mode=max,60400010
Randig mössa orange,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,74 kr 149 kr,100% Bomull,Orange,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-mossa-orange-60399939-574,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535329.jpg?ref=46CF162634&w=960&h=960&mode=max,60399939
Tunn tubhalsduk rosa,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",Onesize,24 kr 49 kr,100% Polyester,Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/scarfs/tunn-tubhalsduk-rosa-60400085-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/73258535422732.jpg?ref=9E52A1319B&w=960&h=960&mode=max,60400085
Reflexmössa med uppvik blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,124 kr 249 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/reflexmossa-med-uppvik-bla-60399909-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853533677.jpg?ref=149ABD7069&w=960&h=960&mode=max,60399909
Keps med p- applikation grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,74 kr 149 kr,100% Bomull,Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-gron-60403452-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646889.jpg?ref=84A798241B&w=960&h=960&mode=max,60403452
Stickade tumvantar 2-pack rosa,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",1 3,50 kr 99 kr,"95% Akryl, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/stickade-tumvantar-2-pack-rosa-60400010-508,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853538658.jpg?ref=4B6B4F4FB8&w=960&h=960&mode=max,60400010
Reflexmössa med uppvik blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,124 kr 249 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/reflexmossa-med-uppvik-bla-60399905-655,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853533516.jpg?ref=1F97B762AE&w=960&h=960&mode=max,60399905
Randig mössa mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,74 kr 149 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-mossa-mork-marinbla-60399924-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535039.jpg?ref=4D6D21D18C&w=960&h=960&mode=max,60399924
Randig sarong mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,100 kr 199 kr,"52% Bomull, 48% Modal",Mörk marinblå,https://www.polarnopyret.se/barnklader/kollektioner/mini-me/randig-sarong-mork-marinbla-60403429-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646513.jpg?ref=9C04549B6B&w=960&h=960&mode=max,60403429
Randigt hårband med rosett vit,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",M,40 kr 79 kr,100% Bomull,Vit,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/randigt-harband-med-rosett-vit-60404255-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853678491.jpg?ref=4F7148A7DE&w=960&h=960&mode=max,60404255
Fothälla i olika färger blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,20 kr,100% Polyester,Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/fothalla-i-olika-farger-bla-60400077-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853541795.jpg?ref=995C4ED1A1&w=960&h=960&mode=max,60400077
Prickigt hårband med rosett mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,40 kr 79 kr,"95% Bomull, 5% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/prickigt-harband-med-rosett-mork-marinbla-60404252-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853678408.jpg?ref=E71B36D721&w=960&h=960&mode=max,60404252
Keps med p- applikation mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,74 kr 149 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-mork-marinbla-60403452-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646872.jpg?ref=3D1F9BC5C9&w=960&h=960&mode=max,60403452
Randiga ullvantar utan tumme töjbara mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",0,79 kr,"45% Ull, 45% Akryl, 7% Polyamid, 2% Elastodien, 1% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-ullvantar-utan-tumme-tojbara-mork-marinbla-60400023-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853539051.jpg?ref=5D2BE9EA39&w=960&h=960&mode=max,60400023
Stickade fingervantar 2-pack blå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",1 3,50 kr 99 kr,"95% Akryl, 5% Elastan",Blå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/stickade-fingervantar-2-pack-bla-60400012-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853538740.jpg?ref=21C16A2259&w=960&h=960&mode=max,60400012
Mössa med textapplikation mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,90 kr 179 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-med-textapplikation-mork-marinbla-60399888-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853532946.jpg?ref=73621D8E83&w=960&h=960&mode=max,60399888
Reflexmössa med uppvik grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,124 kr 249 kr,100% Bomull,Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/reflexmossa-med-uppvik-gron-60399909-794,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853533684.jpg?ref=0E991389D1&w=960&h=960&mode=max,60399909
Randig mössa rosa,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,74 kr 149 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/randig-mossa-rosa-60399924-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853535046.jpg?ref=9A4E022678&w=960&h=960&mode=max,60399924
Mössa med textapplikation mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,90 kr 179 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-med-textapplikation-mork-marinbla-60399902-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853533264.jpg?ref=8CA03FD910&w=960&h=960&mode=max,60399902
Reflexmössa med uppvik grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",52 54,124 kr 249 kr,100% Bomull,Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/reflexmossa-med-uppvik-gron-60399905-794,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853533523.jpg?ref=030367D832&w=960&h=960&mode=max,60399905
Stickade tumvantar 2-pack grön,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",1 3,50 kr 99 kr,"95% Akryl, 5% Elastan",Grön,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/stickade-tumvantar-2-pack-gron-60400010-797,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853538665.jpg?ref=695FD4CACE&w=960&h=960&mode=max,60400010
Regnmössa/ sydväst galon baby gul,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",50,149 kr,100% Polyester,Gul,https://www.polarnopyret.se/barnklader/ytterklader/regnklader/regnmossa-sydvast-galon-baby-gul-60400070-513,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853541238.jpg?ref=3ED9496142&w=960&h=960&mode=max,60400070
Randiga tumvantar ull töjbara mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",4 6,99 kr,"45% Ull, 45% Akryl, 7% Polyamid, 2% Elastodien, 1% Elastan",Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/vantar-handskar/randiga-tumvantar-ull-tojbara-mork-marinbla-60400030-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853539334.jpg?ref=B0C0C1FAC0&w=960&h=960&mode=max,60400030
Mössa enfärgade baby vit,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",48 50,149 kr,100% bomull,Vit,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-enfargade-baby-vit-60290267-469,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859525682.jpg?ref=03C1066186&w=960&h=960&mode=max,60290267
Laglappar randiga barn mörkblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,99 kr,100% bomull,Mörkblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/laglappar-randiga-barn-morkbla-60301816-418,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325850138387.jpg?ref=4F975312E0&w=960&h=960&mode=max,60301816
Mössa enfärgad nyfödd mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",40 42,149 kr,100% bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-enfargad-nyfodd-mork-marinbla-60290266-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452506.jpg?ref=895D4AD15C&w=960&h=960&mode=max,60290266
Mössa enfärgade baby mörk marinblå,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",48 50,149 kr,100% bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-enfargade-baby-mork-marinbla-60290267-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452544.jpg?ref=75E754647B&w=960&h=960&mode=max,60290267
Mössa randig barn röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",56 58,149 kr,100% bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-randig-barn-rod-60290263-503,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452339.jpg?ref=4BB75A1393&w=960&h=960&mode=max,60290263
Mössa enfärgade baby röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",48 50,149 kr,100% bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-enfargade-baby-rod-60290267-503,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452551.jpg?ref=E4DC3738BE&w=960&h=960&mode=max,60290267
Mössa enfärgad nyfödd röd,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",40 42,149 kr,100% bomull,Röd,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/mossor/mossa-enfargad-nyfodd-rod-60290266-503,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7322859452513.jpg?ref=8E290755F0&w=960&h=960&mode=max,60290266
Randig dregellapp gråmelange,polarnopyret,unisex,"Accessoarer & Övrigt
(216)",One size,99 kr,100% Bomull,Gråmelange,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/ovrigt/randig-dregellapp-gramelange-60405673-186,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853745155.jpg?ref=2C63F1EDC0&w=960&h=960&mode=max,60405673
T-shirt med tryck baby turkos,polarnopyret,unisex,"Leggings
(52)",80,50 kr 99 kr,"95% Bomull, 5% Elastan",Turkos,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-tryck-baby-turkos-60408639-815,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853830547.jpg?ref=E23BD844B6&w=960&h=960&mode=max,60408639
2-pack strumpor med halkskydd blå,polarnopyret,unisex,"Leggings
(52)",28 30,50 kr 99 kr,"82% Bomull, 16% Polyamid, 2% Elastan",Blå,https://www.polarnopyret.se/barnklader/kampanjer/sommarrea/2-pack-strumpor-med-halkskydd-bla-60400294-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853552463.jpg?ref=19035E6AF2&w=960&h=960&mode=max,60400294
Keps med p- applikation mörk marinblå,polarnopyret,unisex,"Leggings
(52)",52 54,74 kr 149 kr,100% Bomull,Mörk marinblå,https://www.polarnopyret.se/barnklader/accessoarer-ovrigt/kepsar/keps-med-p-applikation-mork-marinbla-60403449-483,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853646841.jpg?ref=0F2AD6433F&w=960&h=960&mode=max,60403449
Enfärgade leggings rosa,polarnopyret,unisex,"Leggings
(52)",116,90 kr 179 kr,"95% Bomull, 5% Elastan",Rosa,https://www.polarnopyret.se/barnklader/underdelar/leggings/enfargade-leggings-rosa-60403995-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853668157.jpg?ref=37CAD4411F&w=960&h=960&mode=max,60403995
Badblöja med undervattenstryck baby rosa,polarnopyret,unisex,"Leggings
(52)",74 80,100 kr 199 kr,"78% Polyamid, 22% Elastan",Rosa,https://www.polarnopyret.se/barnklader/badklader/badbyxor/badbloja-med-undervattenstryck-baby-rosa-60403330-845,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853641259.jpg?ref=0BD391E0B8&w=960&h=960&mode=max,60403330
Randig pikétröja baby ljusblå,polarnopyret,unisex,"Leggings
(52)",80,100 kr 199 kr,100% Bomull,Ljusblå,https://www.polarnopyret.se/barnklader/kollektioner/festklader/randig-piketroja-baby-ljusbla-60408646-759,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853838819.jpg?ref=5DB2FD7763&w=960&h=960&mode=max,60408646
T-shirt med avtagbara masker blå,polarnopyret,unisex,"Leggings
(52)",116,150 kr 299 kr,100% Bomull,Blå,https://www.polarnopyret.se/barnklader/overdelar/t-shirts-linnen/t-shirt-med-avtagbara-masker-bla-60408654-827,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853831179_2.jpg?ref=3643C64171&w=960&h=960&mode=max,60408654
Enfärgade shorts mörkblå,polarnopyret,unisex,"Leggings
(52)",116,100 kr 199 kr,100% Bomull,Mörkblå,https://www.polarnopyret.se/barnklader/underdelar/shorts/enfargade-shorts-morkbla-60408361-829,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853819023.jpg?ref=0B7E8C7461&w=960&h=960&mode=max,60408361
Randig tröja med applikation rosa,polarnopyret,unisex,"Leggings
(52)",80,100 kr 199 kr,100% Bomull,Rosa,https://www.polarnopyret.se/barnklader/overdelar/trojor-toppar/randig-troja-med-applikation-rosa-60400546-847,https://www.polarnopyret.se/globalassets/productimages-polarnopyret/7325853566415.jpg?ref=B9049B6E04&w=960&h=960&mode=max,60400546
