article_no,gender,category,price,size,brand
10062,unisex,ytterkläder,300,120,lager157
10062,unisex,ytterkläder,300,90,lager157
10062,unisex,ytterkläder,300,100,lager157
10062,unisex,ytterkläder,300,130,lager157
10062,unisex,ytterkläder,300,150,lager157
10062,unisex,ytterkläder,300,110,lager157
10062,unisex,ytterkläder,300,160,lager157
10062,unisex,ytterkläder,300,140,lager157
10062,unisex,ytterkläder,300,120,lager157
10062,unisex,ytterkläder,300,90,lager157
10062,unisex,ytterkläder,300,100,lager157
10062,unisex,ytterkläder,300,130,lager157
10062,unisex,ytterkläder,300,150,lager157
10062,unisex,ytterkläder,300,110,lager157
10062,unisex,ytterkläder,300,160,lager157
10062,unisex,ytterkläder,300,140,lager157
10062,unisex,ytterkläder,300,120,lager157
10062,unisex,ytterkläder,300,90,lager157
10062,unisex,ytterkläder,300,100,lager157
10062,unisex,ytterkläder,300,130,lager157
10062,unisex,ytterkläder,300,150,lager157
10062,unisex,ytterkläder,300,110,lager157
10062,unisex,ytterkläder,300,160,lager157
10062,unisex,ytterkläder,300,140,lager157
10062,unisex,ytterkläder,300,120,lager157
10062,unisex,ytterkläder,300,90,lager157
10062,unisex,ytterkläder,300,100,lager157
10062,unisex,ytterkläder,300,130,lager157
10062,unisex,ytterkläder,300,150,lager157
10062,unisex,ytterkläder,300,110,lager157
10062,unisex,ytterkläder,300,160,lager157
10062,unisex,ytterkläder,300,140,lager157
10062,unisex,ytterkläder,300,120,lager157
10065,unisex,ytterkläder,300,90,lager157
10065,unisex,ytterkläder,300,100,lager157
10065,unisex,ytterkläder,300,130,lager157
10065,unisex,ytterkläder,300,150,lager157
10065,unisex,ytterkläder,300,110,lager157
10065,unisex,ytterkläder,300,160,lager157
10065,unisex,ytterkläder,300,140,lager157
10065,unisex,ytterkläder,300,120,lager157
10065,unisex,ytterkläder,300,90,lager157
10065,unisex,ytterkläder,300,100,lager157
10065,unisex,ytterkläder,300,130,lager157
10065,unisex,ytterkläder,300,150,lager157
10065,unisex,ytterkläder,300,110,lager157
10065,unisex,ytterkläder,300,160,lager157
10065,unisex,ytterkläder,300,140,lager157
10065,unisex,ytterkläder,300,120,lager157
10065,unisex,ytterkläder,300,90,lager157
10065,unisex,ytterkläder,300,100,lager157
10065,unisex,ytterkläder,300,130,lager157
10065,unisex,ytterkläder,300,150,lager157
10065,unisex,ytterkläder,300,110,lager157
10065,unisex,ytterkläder,300,160,lager157
10065,unisex,ytterkläder,300,140,lager157
10065,unisex,ytterkläder,300,120,lager157
12755,unisex,ytterkläder,200,90-100,lager157
12755,unisex,ytterkläder,200,110-120,lager157
12755,unisex,ytterkläder,200,150-160,lager157
12755,unisex,ytterkläder,200,130-140,lager157
12755,unisex,ytterkläder,200,90-110,lager157
12755,unisex,ytterkläder,200,90-100,lager157
12755,unisex,ytterkläder,200,110-120,lager157
12755,unisex,ytterkläder,200,150-160,lager157
12755,unisex,ytterkläder,200,130-140,lager157
12755,unisex,ytterkläder,200,90-110,lager157
12755,unisex,ytterkläder,200,90-100,lager157
12755,unisex,ytterkläder,200,110-120,lager157
12755,unisex,ytterkläder,200,150-160,lager157
12755,unisex,ytterkläder,200,130-140,lager157
12755,unisex,ytterkläder,200,90-110,lager157
13908,unisex,ytterkläder,300,90,lager157
13908,unisex,ytterkläder,300,100,lager157
