article_no,gender,category,price,new_size,brand
 7004472-03-07,girl,byxor-shorts,69,128,Ellos Kids
 7004472-03-07,girl,byxor-shorts,69,140,Ellos Kids
 7004936-05-07,girl,byxor-shorts,74,92,Ellos Kids
 7004936-05-07,girl,byxor-shorts,74,104,Ellos Kids
 7004936-05-07,girl,byxor-shorts,74,116,Ellos Kids
 7004936-05-07,girl,byxor-shorts,74,128,Ellos Kids
 7004936-05-07,girl,byxor-shorts,74,140,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,92,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,104,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,116,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,128,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,140,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,152,Ellos Kids
 7004732-01-15,girl,byxor-shorts,97,164,Ellos Kids
 7005900-03-21,girl,byxor-shorts,59,92,Ellos Kids
 7005900-03-21,girl,byxor-shorts,59,104,Ellos Kids
 7005900-03-21,girl,byxor-shorts,59,116,Ellos Kids
 7005900-03-21,girl,byxor-shorts,59,128,Ellos Kids
 7005900-03-21,girl,byxor-shorts,59,140,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,92,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,98,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,104,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,110,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,116,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,122,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,128,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,134,Ellos Kids
 7003924-01-140,girl,byxor-shorts,89,140,Ellos Kids
 7004918-02-27,girl,byxor-shorts,59,92,Ellos Kids
 7004918-02-27,girl,byxor-shorts,59,104,Ellos Kids
 7004918-02-27,girl,byxor-shorts,59,116,Ellos Kids
 7004918-02-27,girl,byxor-shorts,59,128,Ellos Kids
 7004918-02-27,girl,byxor-shorts,59,140,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,92,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,98,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,104,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,110,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,116,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,122,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,128,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,134,Ellos Kids
 7003032-02-134,girl,byxor-shorts,125,140,Ellos Kids
 7005963-03-15,girl,byxor-shorts,69,92,Ellos Kids
 7005963-03-15,girl,byxor-shorts,69,104,Ellos Kids
 7005963-03-15,girl,byxor-shorts,69,116,Ellos Kids
 7005963-03-15,girl,byxor-shorts,69,128,Ellos Kids
 7005963-03-15,girl,byxor-shorts,69,140,Ellos Kids
 1048946-01-07,girl,byxor-shorts,104,92,Ellos Kids
 1048946-01-07,girl,byxor-shorts,104,104,Ellos Kids
 1048946-01-07,girl,byxor-shorts,104,116,Ellos Kids
 1048946-01-07,girl,byxor-shorts,104,128,Ellos Kids
 1048946-02-07,girl,byxor-shorts,104,92,Ellos Kids
 1048946-02-07,girl,byxor-shorts,104,104,Ellos Kids
 1048946-02-07,girl,byxor-shorts,104,116,Ellos Kids
 1048946-02-07,girl,byxor-shorts,104,128,Ellos Kids
 7004655-02-07,girl,byxor-shorts,69,92,Ellos Kids
 7004655-02-07,girl,byxor-shorts,69,104,Ellos Kids
 7004655-02-07,girl,byxor-shorts,69,116,Ellos Kids
 7004655-02-07,girl,byxor-shorts,69,128,Ellos Kids
 7004655-02-07,girl,byxor-shorts,69,140,Ellos Kids
 1025606-01-16,girl,byxor-shorts,90,120,Ellos Kids
 1025606-01-16,girl,byxor-shorts,90,140,Ellos Kids
 1025606-01-16,girl,byxor-shorts,90,152,Ellos Kids
 1025606-01-16,girl,byxor-shorts,90,164,Ellos Kids
 1025606-01-16,girl,byxor-shorts,90,170,Ellos Kids
 7006580-01-05,girl,byxor-shorts,55,80,Ellos Kids
 7006580-01-05,girl,byxor-shorts,55,92,Ellos Kids
 7006580-01-05,girl,byxor-shorts,55,104,Ellos Kids
 7006580-01-05,girl,byxor-shorts,55,116,Ellos Kids
 1036042-02-07,girl,byxor-shorts,69,92,Ellos Kids
 1036042-02-07,girl,byxor-shorts,69,104,Ellos Kids
 1036042-02-07,girl,byxor-shorts,69,116,Ellos Kids
 1036042-02-07,girl,byxor-shorts,69,128,Ellos Kids
 1036042-02-07,girl,byxor-shorts,69,140,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,92,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,98,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,104,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,110,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,116,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,122,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,128,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,134,Ellos Kids
 7001166-02-92,girl,byxor-shorts,149,140,Ellos Kids
 7005986-02-27,girl,byxor-shorts,74,92,Ellos Kids
 7005986-02-27,girl,byxor-shorts,74,104,Ellos Kids
 7005986-02-27,girl,byxor-shorts,74,116,Ellos Kids
 7005986-02-27,girl,byxor-shorts,74,128,Ellos Kids
 7005986-02-27,girl,byxor-shorts,74,140,Ellos Kids
 7007629-02-11,girl,badklader,149,92,Ellos Kids
 7007629-02-11,girl,badklader,149,104,Ellos Kids
 7007629-02-11,girl,badklader,149,116,Ellos Kids
 7007629-02-11,girl,badklader,149,128,Ellos Kids
 7007629-02-11,girl,badklader,149,140,Ellos Kids
 7007629-02-11,girl,badklader,149,152,Ellos Kids
 7007629-02-11,girl,badklader,149,164,Ellos Kids
 7006471-03-07,girl,badklader,127,92,Ellos Kids
 7006471-03-07,girl,badklader,127,104,Ellos Kids
 7006471-03-07,girl,badklader,127,116,Ellos Kids
 7006471-03-07,girl,badklader,127,128,Ellos Kids
 7006471-03-07,girl,badklader,127,140,Ellos Kids
 7006471-03-07,girl,badklader,127,152,Ellos Kids
 7006471-03-07,girl,badklader,127,164,Ellos Kids
 7006471-02-07,girl,badklader,112,92,Ellos Kids
 7006471-02-07,girl,badklader,112,104,Ellos Kids
 7006471-02-07,girl,badklader,112,116,Ellos Kids
 7006471-02-07,girl,badklader,112,128,Ellos Kids
 7006471-02-07,girl,badklader,112,140,Ellos Kids
 7006471-02-07,girl,badklader,112,152,Ellos Kids
 7006471-02-07,girl,badklader,112,164,Ellos Kids
 7006474-01-05,girl,badklader,112,80,Ellos Kids
 7006474-01-05,girl,badklader,112,92,Ellos Kids
 7006474-01-05,girl,badklader,112,104,Ellos Kids
 7006474-01-05,girl,badklader,112,116,Ellos Kids
 1025587-07-11,girl,badklader,149,104,Ellos Home
 1025587-07-11,girl,badklader,149,116,Ellos Home
 1025587-07-11,girl,badklader,149,128,Ellos Home
 1025587-07-11,girl,badklader,149,140,Ellos Home
 7008675-01-07,girl,badklader,127,92,Ellos Kids
 7008675-01-07,girl,badklader,127,104,Ellos Kids
 7008675-01-07,girl,badklader,127,116,Ellos Kids
 7008675-01-07,girl,badklader,127,128,Ellos Kids
 7008675-01-07,girl,badklader,127,140,Ellos Kids
 1025587-05-11,girl,badklader,149,104,Ellos Home
 1025587-05-11,girl,badklader,149,116,Ellos Home
 1025587-05-11,girl,badklader,149,128,Ellos Home
 1025587-05-11,girl,badklader,149,140,Ellos Home
 7008445-02-07,girl,badklader,224,92,Ellos Kids
 7008445-02-07,girl,badklader,224,104,Ellos Kids
 7008445-02-07,girl,badklader,224,116,Ellos Kids
 7008445-02-07,girl,badklader,224,128,Ellos Kids
 7008445-02-07,girl,badklader,224,140,Ellos Kids
 7008445-01-07,girl,badklader,224,92,Ellos Kids
 7008445-01-07,girl,badklader,224,104,Ellos Kids
 7008445-01-07,girl,badklader,224,116,Ellos Kids
 7008445-01-07,girl,badklader,224,128,Ellos Kids
 7008445-01-07,girl,badklader,224,140,Ellos Kids
 7006468-02-07,girl,badklader,112,92,Ellos Kids
 7006468-02-07,girl,badklader,112,104,Ellos Kids
